CHAR,DIALOG,NAME,_ID,RUNTIMEINMINUTES,ACADEMYAWARDNOMINATIONS,ACADEMYAWARDWINS,RELEASE_YEAR,DIA_LGTH,IMDB,METASCORE,DESCRIPTION
ARAGORN,Merry!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ELROND,Arwen.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,Frodo!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARAGORN,Brego!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,DEATH!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,DEATH!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARMY,DEATH!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,Merry!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARAGORN,Eowyn',The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,Frodo!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
EOWYN,Merry!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,Eowyn.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,Ahaha!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,Merry!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,Frodo.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
MERRY,Frodo!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,Frodo!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,Gimli!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,Frodo!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,Merry?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,DEATH!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARMY,DEATH!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
EOWYN/MERRY,DEATH!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,6,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,Aagh!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,What?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
BOROMIR,What?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FREDA,Mama!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
THEODEN,Come.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,Good!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,Dead?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,Aagh!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
OLD MAN,Fire!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,Aagh!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,Wait.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GAMLING,Fire!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,What?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
PIPPIN,What?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MERRY and PIPPIN,Help!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,Here.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,"Yes!,",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,What?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,What?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,5,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,Hmmmm,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,5,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,Come!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,5,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
LEGOLAS,Orcs!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,5,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GANDALF,Left.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,5,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
MERRY,What!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,5,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
PIPPIN,ARGH!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,5,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
PIPPIN,Done!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,5,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
ARAGORN,Hide!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,5,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GANDALF,What?,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,5,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
ARWEN,Frodo,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,5,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
ARAGORN,Pull!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,5,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
SOLDIER,Pull!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,5,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PEOPLE,Hail!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,5,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SOLDIER,What?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,5,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,Here.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,5,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,Back!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,5,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GOTHMOG,FIRE!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,5,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,Yes!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,4,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MRS BRACEGIRDLE,Yeah,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,4,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
PIPPIN,Run!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,4,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GIMLI,Ach!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,4,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GOLLUM,Yes.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,4,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,Now!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,4,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MERRY,Yes?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,4,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,Why?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,4,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
